date,value1
42643,2149.9
42653,2208.47
42654,2210.86
42655,2209.69
42656,2208.57
42657,2194.23
42660,2167.86
42661,2198.14
42662,2184.91
42663,2193.26
42664,2181
42667,2200.8
42668,2200.21
42669,2184.49
42670,2182.48
42671,2165.43
42674,2159.76
42675,2176.45
42676,2146.4
42677,2153.18
42678,2145.23
42681,2130.3
42682,2150.3
42683,2123.84
42684,2143.32
42685,2147.11
42688,2161.69
42689,2179.3
42690,2182.47
42691,2163.04
42692,2157.96
42695,2152.6
42696,2177.65
42697,2165.71
42698,2146.63
42699,2167.53
42702,2166.05
42703,2160.35
42704,2183.05
42705,2181.93
42706,2143.45
42709,2143.88
42710,2122.26
42711,2134.99
42712,2114.71
42713,2099.89
42716,1984.39
42717,1985.04
42718,1963.08
42719,1975.85
42720,1998.11
42723,1980.41
42724,1982.3
42725,1991.7
42726,1986.27
42727,1964.54
42730,1974.01
42731,1968.62
42732,1957.15
42733,1959.24
42734,1962.06
42738,1963.26
42739,1991.57
42740,1983.97
42741,1965.03
42744,1961.62
42745,1951.68
42746,1937.55
42747,1930.14
42748,1899.94
42751,1830.85
42752,1867.87
42753,1845.79
42754,1844.14
42755,1880.75
42758,1887.32
42759,1861.22
42760,1870.7
42761,1886.23
42769,1876.76
42772,1900.45
42773,1889.13
42774,1903.63
42775,1914.08
42776,1904.68
42779,1913.68
42780,1909.4
42781,1892.36
42782,1897.63
42783,1882.87
42786,1894.96
42787,1921.08
42788,1919.97
42789,1925.95
42790,1938.44
42793,1926.77
42794,1927.16
42795,1931.97
42796,1920.4
42797,1928.29
42800,1962.77
42801,1977.85
42802,1964.63
42803,1953.94
42804,1950.01
42807,1970.88
42808,1958.02
42809,1957.82
42810,1966.73
42811,1949.66
42814,1953.82
42815,1961.06
42816,1948.58
42817,1948.37
42818,1965.14
42821,1947.53
42822,1944.36
42823,1929.2
42824,1893.7
42825,1907.34
42830,1943.16
42831,1944.23
42832,1946.05
42835,1912.45
42836,1917.63
42837,1897.51
42838,1910.48
42839,1887.46
42842,1868.28
42843,1848.2
42844,1845.38
42845,1850.39
42846,1839.01
42849,1809.91
42850,1818.87
42851,1820.48
42852,1842.92
42853,1850.73
42857,1850.85
42858,1840.45
42859,1838.1
42860,1818.19
42863,1788.71
42864,1802.49
42865,1771.32
42866,1772.41
42867,1774.63
42870,1778.64
42871,1814.94
42872,1822.64
42873,1813.51
42874,1801.08
42877,1788.08
42878,1758.23
42879,1776.28
42880,1777.69
42881,1759.63
42886,1763.73
42887,1728.49
42888,1745.93
42891,1761.25
42892,1766.39
42893,1799.85
42894,1794.75
42895,1796.13
42898,1775.55
42899,1795.63
42900,1790.64
42901,1816.26
42902,1810.05
42905,1816.4
42906,1820.98
42907,1824.69
42908,1798.38
42909,1807.43
42912,1821.28
42913,1819.93
42914,1808.2
42915,1813.55
42916,1818.07
42919,1835.99
42920,1829.51
42921,1836.63
42922,1839
42923,1835.44
42926,1803.25
42927,1783.91
42928,1786.75
42929,1778.86
42930,1745.57
42933,1656.43
42934,1667.49
42935,1684.77
42936,1688.61
42937,1690.15
42940,1686.44
42941,1688.09
42942,1681.31
42943,1742.19
42944,1734.07
42947,1736.3
42948,1741.07
42949,1724.83
42950,1733.12
42951,1719.62
42954,1732.43
42955,1762.42
42956,1763.05
42957,1753.67
42958,1742.14
42961,1793.48
42962,1798.57
42963,1825.19
42964,1833.4
42965,1821.8
42968,1829.22
42969,1814.92
42970,1807.37
42971,1795.74
42972,1812.88
42975,1842.83
42976,1831.59
42977,1838.63
42978,1849.38
42979,1865.25
42982,1883.62
42983,1885.16
42984,1902.86
42985,1890.38
42986,1885.27
42989,1896.38
42990,1884.48
42991,1888.43
42992,1879.25
42993,1875.63
42996,1894.8
42997,1880.3
42998,1892.67
42999,1872.77
43000,1866.42
43003,1843.62
43004,1839.46
43005,1854.94
43006,1854.73
43007,1866.98
43017,1889.84
43018,1917.46
43019,1901.55
43020,1899.99
43021,1926.07
43024,1882.69
43025,1876.99
43026,1868.16
43027,1862.61
43028,1880.21
43031,1898.76
43032,1901.69
43033,1913.26
43034,1910.72
43035,1896.22
43038,1855.99
43039,1869.79
43040,1872.75
43041,1847.57
43042,1832.97
43045,1850.3
43046,1859.07
43047,1866.14
43048,1884.11
43049,1900.63
43052,1906.44
43053,1896.72
43054,1868.08
43055,1878.26
43056,1833.9
43059,1859.75
43060,1856.96
43061,1853.38
43062,1794.78
43063,1782.66
43066,1760.9
43067,1793.87
43068,1787.38
43069,1770.3
43070,1804.62
43073,1797.77
43074,1758.59
43075,1784.31
43076,1776.99
43077,1792.16
43080,1816.98
43081,1798.69
43082,1806.09
43083,1794.34
43084,1783.97
43087,1780.64
43088,1798.5
43089,1782.41
43090,1789.74
43091,1779.34
43094,1755.81
43095,1758.82
43096,1745.24
43097,1745.02
43098,1752.65
43102,1769.67
43103,1795.38
43104,1794.61
43105,1801.42
43108,1806.16
43109,1803.59
43110,1791.08
43111,1804.23
43112,1785.71
43115,1732.62
43116,1729.6
43117,1742.03
43118,1738
43119,1728.14
43122,1768.21
43123,1767.83
43124,1813.28
43125,1810.83
43126,1816.8
43129,1799.77
43130,1782.4
43131,1735.06
43132,1697.39
43133,1702.43
43136,1688.27
43137,1598.12
43138,1616.4
43139,1641.43
43140,1592.51
43143,1648.07
43144,1648.58
43145,1646.77
43153,1677.76
43154,1668.83
43157,1729.15
43158,1743.54
43159,1753.63
43160,1789.85
43161,1772.01
43164,1795.69
43165,1797.61
43166,1785.27
43167,1793.22
43168,1856.46
43171,1882.41
43172,1872.68
43173,1841.29
43174,1848.71
43175,1821.32
43178,1842.92
43179,1864.62
43180,1829.91
43181,1817.23
43182,1726.02
43185,1780.61
43186,1844.69
43187,1835.15
43188,1842.19
43189,1900.48
43192,1900.25
43193,1872.47
43194,1836.81
43199,1841.65
43200,1835.52
43201,1834.63
43202,1826.89
43203,1824.59
43206,1838.71
43207,1783.74
43208,1822.26
43209,1820.28
43210,1782.81
43213,1753.05
43214,1806.86
43215,1819.41
43216,1781.28
43217,1805.6
43222,1801.57
43223,1826.79
43224,1814.85
43227,1852.34
43228,1856.87
43229,1855.81
43230,1865.36
43231,1834.78
43234,1830.98
43235,1858.01
43236,1846.67
43237,1831.2
43238,1836.75
43241,1862.48
43242,1876
43243,1845.97
43244,1838.4
43245,1804.55
43248,1796.91
43249,1773.65
43250,1726.22
43251,1743.74
43252,1709.55
43255,1702.93
43256,1746.11
43257,1743.25
43258,1730.38
43259,1711.52
43262,1688.62
43263,1712.77
43264,1685.89
43265,1673.32
43266,1641.66
43270,1547.15
43271,1563.79
43272,1521.68
43273,1549.66
43276,1538.57
43277,1564.92
43278,1546.23
43279,1543.66
43280,1606.71
43283,1588.37
43284,1607.12
43285,1565.61
43286,1532.68
43287,1541.31
43290,1581.93
43291,1592.98
43292,1563.01
43293,1614.63
43294,1618.46
43297,1616.91
43298,1621.63
43299,1607.88
43300,1590.06
43301,1609.55
43304,1620.97
43305,1629.61
43306,1632.32
43307,1606.12
43308,1594.57
43311,1559.64
43312,1561.26
43313,1541.86
43314,1510.09
43315,1481.61
43318,1440.8
43319,1479.44
43320,1447.76
43321,1497.61
43322,1511.71
43325,1531.34
43326,1518.49
43327,1478.51
43328,1463.87
43329,1434.31
43332,1435.69
43333,1456.97
43334,1439.55
43335,1455.5
43336,1450.09
43339,1493.43
43340,1493.11
43341,1481.19
43342,1457.92
43343,1435.2
43346,1443.69
43347,1455.5
43348,1430.24
43349,1422.87
43350,1425.23
43353,1390.82
43354,1395.17
43355,1385.8
43356,1391.28
43357,1366.57
43360,1349.78
43361,1377.3
43362,1392.4
43363,1387.62
43364,1411.12
43368,1405.81
43369,1420.75
43370,1400.36
43371,1411.34
43381,1353.67
43382,1345.95
43383,1346.7
43384,1261.88
43385,1268.41
43388,1250.22
43389,1216.69
43390,1231.86
43391,1205.03
43392,1249.89
43395,1314.94
43396,1292.06
43397,1284.1
43398,1273.6
43399,1263.19
43402,1250.48
43403,1259.95
43404,1275.57
43405,1286.33
43406,1348.28
43409,1348.88
43410,1349.11
43411,1345.77
43412,1329.59
43413,1322.83
43416,1368.79
43417,1392.05
43418,1385.73
43419,1405.25
43420,1403.28
43423,1394.4
43424,1355.33
43425,1363.03
43426,1353.92
43427,1308.74
43430,1304.56
43431,1315.43
43432,1341.08
43433,1312.72
43434,1329.39
43437,1372.79
43438,1378.75
43439,1381.77
43440,1345.76
43441,1341.02
43444,1326.85
43445,1338.08
43446,1338.73
43447,1348.5
43448,1310.46
43451,1299.17
43452,1293.34
43453,1268.81
43454,1278.16
43455,1270.3
43458,1284.33
43459,1273.45
43460,1264.07
43461,1248.08
43462,1250.53
43467,1228.77
43468,1214.5
43469,1245.16
43472,1268.06
43473,1263.51
43474,1262.52
43475,1258.99
43476,1261.56
43479,1246
43480,1266.27
43481,1267.3
43482,1251.41
43483,1269.5
43486,1274.79
43487,1252.24
43488,1251.13
43489,1265.16
43490,1265.49
43493,1259.74
43494,1243.59
43495,1230.82
43496,1227.99
43497,1271.27
43507,1316.1
43508,1332.27
43509,1357.67
43510,1361.94
43511,1357.84
43514,1413.6
43515,1406.04
43516,1408.38
43517,1412.54
43518,1456.3
43521,1536.37
43522,1546.99
43523,1520.42
43524,1535.68
43525,1567.87
43528,1619.71
43529,1676.57
43530,1700.5
43531,1692.42
43532,1654.49
43535,1727.8
43536,1773.43
43537,1693.86
43538,1650.19
43539,1662.62
43542,1707.06
43543,1708.87
43544,1687.9
43545,1703.85
43546,1693.87
43549,1668.84
43550,1630.19
43551,1637.77
43552,1626.82
43553,1693.55
43556,1760.89
43557,1754.16
43558,1768.18
43559,1777.26
43563,1739.66
43564,1741.17
43565,1726.64
43566,1691.1
43567,1695.73
43570,1666.9
43571,1697.53
43572,1717.44
43573,1704.55
43574,1715.8
43577,1697.51
43578,1683.8
43579,1718.85
43580,1669.98
43581,1657.82
43584,1615.62
43585,1623.78
43591,1494.89
43592,1504.16
43593,1481.87
43594,1469.48
43595,1533.87
43598,1503.06
43599,1494.6
43600,1528.69
43601,1533.67
43602,1478.75
43605,1469.31
43606,1493.72
43607,1488.63
43608,1451.24
43609,1443.75
43612,1491.95
43613,1505.16
43614,1497.89
43615,1485.24
43616,1483.66
43619,1468.98
43620,1456.27
43621,1451.18
43622,1416.06
43626,1431.34
43627,1487.35
43628,1473.9
43629,1479.83
43630,1453.96
43633,1442.35
43634,1455.75
43635,1469.99
43636,1498.01
43637,1523.81
43640,1514.46
43641,1498.47
43642,1504.55
43643,1525.24
43644,1511.51
43647,1568.16
43648,1570.51
43649,1544.36
43650,1532.74
43651,1547.74
43654,1506.66
43655,1517.79
43656,1510.43
43657,1514.2
43658,1518.07
43661,1547.47
43662,1545.27
43663,1550.22
43664,1524.48
43665,1541.98
43668,1515.97
43669,1534.93
43670,1553.72
43671,1566.08
43672,1561.86
43675,1566.52
43676,1580.13
43677,1570.39
43678,1573.87
43679,1556.74
43682,1531.37
43683,1507.91
43684,1500.25
43685,1522.97
43686,1507.71
43689,1539.91
43690,1524.36
43691,1536.66
43692,1555.77
43693,1567.99
43696,1622.84
43697,1611.59
43698,1609.83
43699,1613.46
43700,1615.56
43703,1600.8
43704,1628.12
43705,1625.19
43706,1620.86
43707,1610.9
43710,1652.29
43711,1660.43
43712,1669.41
43713,1689.05
43714,1692.24
43717,1733.23
43718,1725.31
43719,1703.54
43720,1710.57
43724,1714.37
43725,1677.99
43726,1679.31
43727,1705.6
43728,1705.05
43731,1684.32
43732,1694.6
43733,1672.65
43734,1623.79
43735,1647.53
43738,1627.55
43746,1616.58
43747,1622.42
43748,1666.97
43749,1666.83
43752,1679.38
43753,1660.89
43754,1656.37
43755,1658.26
43756,1648.63
43759,1644.51
43760,1666.87
43761,1650.29
43762,1653.86
43763,1675.34
43766,1704.42
43767,1686.58
43768,1684.08
43769,1671.31
43770,1687
43773,1699.92
43774,1713.29
43775,1703.02
43776,1715.58
43777,1711.22
43780,1673.13
43781,1671.44
43782,1681.79
43783,1692.58
43784,1674.78
43787,1682.49
43788,1729.08
43789,1719.66
43790,1713.2
43791,1679.8
43794,1661.77
43795,1679.08
43796,1674.39
43797,1673.79
43798,1664.9
43801,1669.54
43802,1675.39
43803,1673.78
43804,1709.83
43805,1726.8
43808,1721.07
43809,1734.02
43810,1718.26
43811,1720.99
43812,1755.41
43815,1780.33
43816,1801.62
43817,1792.42
43818,1790.44
43819,1771.71
43822,1736.62
43823,1769.87
43824,1784.39
43825,1793.64
43826,1767.58
43829,1790.24
43830,1798.12
43832,1832.74
43833,1836.01
43836,1859.92
43837,1893.21
43838,1862.7
43839,1913.14
43840,1904.19
43843,1935.07
43844,1922.56
43845,1924.24
43846,1929.96
43847,1932.51
43850,1982.18
43851,1967.03
43852,1993.9
43853,1927.74
43864,1795.77
43865,1882.69
43866,1939.62
43867,2012.25
43868,2015.8
43871,2042.18
43872,2028.44
43873,2085.28
43874,2064.6
43875,2069.22
43878,2146.18
43879,2170.95
43880,2139.44
43881,2186.74
43882,2226.64
43885,2263.97
43886,2287.31
43887,2180.7
43888,2196.71
43889,2071.57
43892,2135.42
43893,2173.35
43894,2169.44
43895,2209.59
43896,2192.94
43899,2093.06
43900,2148.81
43901,2101.46
43902,2045.93
43903,2030.58
43906,1910.77
43907,1917.7
43908,1887.04
43909,1894.94
43910,1915.05
43913,1827.05
43914,1876.91
43915,1937.85
43916,1927.28
43917,1903.88
43920,1860.48
43921,1871.92
43922,1864.8
43923,1916.95
43924,1906.67
43928,1969.78
43929,1964.76
43930,1997.14
43931,1949.88
43934,1923.08
43935,1985.43
43936,1977.51
43937,2008.39
43938,2020.77
43941,2043.44
43942,2023.94
43943,2043.17
43944,2029.52
43945,2003.75
43948,2018.67
43949,2030.72
43950,2030.48
43951,2069.43
43957,2110.27
43958,2106.84
43959,2125.24
43962,2102.83
43963,2124.15
43964,2140.68
43965,2117.65
43966,2124.31
43969,2114.86
43970,2144.12
43971,2118.12
43972,2099.43
43973,2046.6
43976,2052.3
43977,2112.97
43978,2071.47
43979,2054.96
43980,2086.67
43983,2158.22
43984,2145.29
43985,2143.12
43986,2151.38
43987,2166.38
43990,2153.56
43991,2181.59
43992,2201.99
43993,2195.64
43994,2206.76
43997,2219.55
43998,2260.46
43999,2263.96
44000,2266.03
44001,2319.45
44004,2342.88
44005,2382.05
44006,2382.47
44011,2372.54
44012,2438.2
44013,2419.63
44014,2424.39
44015,2462.56
44018,2529.49
44019,2591.26
44020,2651.97
44021,2757.65
44022,2778.46
44025,2889.43
44026,2858.67
44027,2813.06
44028,2646.26
44029,2662.4
44032,2697.3
44033,2736.51
44034,2769.03
44035,2799.67
44036,2627.84
44039,2631.76
44040,2666.52
44041,2767.4
44042,2743.63
44043,2795.4
44046,2868.88
44047,2832.84
44048,2860.24
44049,2814.37
44050,2749.95
44053,2735.26
44054,2688.7
44055,2635.5
44056,2622.64
44057,2668.71
44060,2696.39
44061,2701.06
44062,2612.84
44063,2587.86
44064,2632.45
44067,2684.63
44068,2701.6
44069,2644.15
44070,2689.17
44071,2757.84
44074,2728.31
44075,2750.42
44076,2771.85
44077,2746.95
44078,2732.15
44081,2641.2
44082,2650.63
44083,2523.4
44084,2483.03
44085,2536.62
44088,2572.6
44089,2595.15
44090,2554.8
44091,2557.32
44092,2596.08
44095,2569.22
44096,2555.54
44097,2599.88
44098,2535.87
44099,2540.43
44102,2521.25
44103,2563.38
44104,2574.76
44113,2672.93
44116,2777.39
44117,2784.72
44118,2764.24
44119,2737.96
44120,2724.5
44123,2689.67
44124,2740.58
44125,2700.53
44126,2673.59
44127,2600.84
44130,2617.74
44131,2650.76
44132,2670.48
44133,2699.92
44134,2655.86
44137,2708.39
44138,2744.31
44139,2750.55
44140,2787.88
44141,2733.07
44144,2814
44145,2773.22
44146,2681.52
44147,2700.51
44148,2706.81
44151,2712.41
44152,2658.09
44153,2620.67
44154,2645.16
44155,2667.09
44158,2686.36
44159,2674.8
44160,2615.53
44161,2609.39
44162,2618.99
44165,2631.89
44166,2698.44
44167,2682.97
44168,2712.52
44169,2730.84
44172,2726.48
44173,2746.28
44174,2697.83
44175,2718.55
44176,2687.78
44179,2726.6
44180,2758.85
44181,2760.64
44182,2785.62
44183,2780.73
44186,2882.44
44187,2811.75
44188,2842.97
44189,2820.75
44190,2840.8
44193,2842.81
44194,2813
44195,2900.54
44196,2966.26
44200,3078.11
44201,3097.98
44202,3115.09
44203,3162.4
44204,3150.78
44207,3092.86
44208,3180.35
44209,3130.3
44210,3089.18
44211,3089.94
44214,3149.2
44215,3084.49
44216,3204.93
44217,3283.72
44218,3358.24
44221,3355.24
44222,3258.36
44223,3281.03
44224,3161.86
44225,3128.86
44228,3159.99
44229,3228.7
44230,3223.77
44231,3200.55
44232,3193.71
44235,3278.06
44236,3334.24
44237,3413.81
44245,3320.14
44246,3285.53
44249,3138.67
44250,3112.36
44251,3007.46
44252,2977.18
44253,2914.11
44256,2994.75
44257,2966.89
44258,2997.75
44259,2851.87
44260,2871.97
44263,2728.84
44264,2633.45
44265,2676.7
44266,2746.58
44267,2756.81
44270,2644.01
44271,2672.12
44272,2704.14
44273,2748.73
44274,2671.52
44277,2698.26
44278,2668.08
44279,2634.61
44280,2656
44281,2745.4
44284,2733.96
44285,2771.32
44286,2758.5
44287,2815.41
44288,2852.23
44292,2831.6
44293,2807.2
44294,2826.99
44295,2783.33
44298,2719.95
44299,2742.85
44300,2804.41
44301,2790.64
44302,2783.37
44305,2898.73
44306,2896.11
44307,2916.97
44308,2939.39
44309,2994.49
44312,2969.4
44313,2986.03
44314,3050.58
44315,3051.42
44316,3091.4
44322,3014.81
44323,2910.41
44326,2921.72
44327,2921.34
44328,2960.36
44329,2943.62
44330,3033.81
44333,3112.74
44334,3090.12
44335,3114.72
44336,3143.62
44337,3113.26
44340,3139.69
44341,3227.36
44342,3196.85
44343,3226.11
44344,3232.29
44347,3309.07
44348,3300.16
44349,3243.02
44350,3201.78
44351,3242.61
44354,3228.24
44355,3208.57
44356,3207.63
44357,3285.51
44358,3298.5
44362,3262.19
44363,3125.7
44364,3188.59
44365,3239.23
44368,3270.58
44369,3281.99
44370,3318.95
44371,3279.16
44372,3347.7
44375,3412.86
44376,3406.24
44377,3477.18
44378,3455.36
44379,3333.9
44382,3352.12
44383,3291.99
44384,3409.59
44385,3432.96
44386,3409.31
44389,3534.76
44390,3514.98
44391,3488.63
44392,3537.39
44393,3432.65
44396,3449.53
44397,3463.79
44398,3560.05
44399,3544.44
44400,3469.87
44403,3371.23
44404,3232.84
44405,3284.92
44406,3459.72
44407,3440.18
44410,3493.36
44411,3477.23
44412,3563.13
44413,3532.5
44414,3490.9
44417,3456.75
44418,3468.67
44419,3437.06
44420,3386.43
44421,3345.13
44424,3301.39
44425,3224.15
44426,3248.37
44427,3278.36
44428,3192.9
44431,3293.77
44432,3330.58
44433,3348.66
44434,3264.45
44435,3257.07
44438,3271.8
44439,3214.12
44440,3186.85
44441,3138.8
44442,3102.14
44445,3228.09
44446,3251.49
44447,3219.95
44448,3221.94
44449,3232.01
44452,3194.27
44453,3236.55
44454,3200.4
44455,3128.84
44456,3193.26
44461,3164.33
44462,3182.47
44463,3207.82
44466,3231.58
44467,3211.45
44468,3175.15
44469,3244.65
44477,3243.2
44480,3196.19
44481,3138.26
44482,3210.16
44483,3215.74
44484,3276.32
44487,3276.48
44488,3297.29
44489,3285.12
44490,3279.49
44491,3284.91
44494,3338.62
44495,3327.54
44496,3308.96
44497,3278.36
44498,3350.67
44501,3331.91
44502,3339.6
44503,3327.09
44504,3362.25
44505,3352.75
44508,3380.29
44509,3409.94
44510,3399.66
44511,3433.24
44512,3430.14
44515,3401.87
44516,3393.71
44517,3421.33
44518,3383.91
44519,3418.96
44522,3505.73
44523,3492.77
44524,3478.66
44525,3474.45
44526,3468.87
44529,3503.41
44530,3495.59
44531,3473.37
44532,3466.91
44533,3478.67
44536,3405.93
44537,3368.78
44538,3424.7
44539,3459.32
44540,3466.8
44543,3496.96
44544,3495.06
44545,3464.76
44546,3490.45
44547,3434.34
44550,3332.61
44551,3350.43
44552,3368.7
44553,3373.7
44554,3297.11
44557,3293.81
44558,3328.56
44559,3281.9
44560,3322.79
44561,3322.67
44565,3250.16
44566,3161.51
44567,3127.48
44568,3096.88
44571,3095.69
44572,3056.15
44573,3136.69
44574,3083.14
44575,3119.41
44578,3170.41
44579,3144.33
44580,3075.98
44581,3065.99
44582,3034.68
44585,3056.43
44586,2974.96
44587,3004.41
44588,2906.76
44589,2908.94
44599,2917.86
44600,2846.48
44601,2883.6
44602,2826.52
44603,2746.38
44606,2732.01
44607,2816.44
44608,2818.4
44609,2839.83
44610,2826.81
44613,2804.6
44614,2765.91
44615,2843.87
44616,2783.9
44617,2855.8
44620,2881.31
44621,2885.79
44622,2834.64
44623,2791.95
44624,2748.64
44627,2630.37
44628,2582.99
44629,2566.72
44630,2635.19
44631,2665.46
44634,2570.45
44635,2504.78
44636,2635.08
44637,2710.73
44638,2713.79
44641,2726.18
44642,2688.23
44643,2715.95
44644,2706.21
44645,2637.94
44648,2594.13
44649,2592.67
44650,2696.83
44651,2659.49
44652,2666.97
44657,2633.91
44658,2578.53
44659,2569.91
44662,2462.04
44663,2523.69
44664,2466.84
44665,2466.29
44666,2460.36
44669,2487.77
44670,2453.55
44671,2363.65
44672,2312.46
44673,2296.6
44676,2169
44677,2150.51
44678,2269.17
44679,2227.65
44680,2319.14
44686,2288.4
44687,2244.97
44690,2228.07
44691,2276.35
44692,2346.15
44693,2351.27
44694,2358.16
44697,2331.23
44698,2369.09
44699,2365.38
44700,2377.13
44701,2417.35
44704,2410.12
44705,2318.07
44706,2325.6
44707,2321.13
44708,2322.48
44711,2350.38
44712,2405.08
44713,2428.96
44714,2458.26
44718,2554.66
44719,2554.63
44720,2576.34
44721,2500.21
44722,2556.47
44725,2546.49
44726,2548.31
44727,2575.09
44728,2585.47
44729,2657.21
44732,2710.14
44733,2692.98
44734,2677.29
44735,2760.1
44736,2824.44
44739,2830.6
44740,2840.42
44741,2768.61
44742,2810.6
44743,2781.94
44746,2834.69
44747,2825.13
44748,2802.72
44749,2849.71
44750,2817.64
44753,2767.46
44754,2702.69
44755,2746.86
44756,2819.13
44757,2760.5
44760,2800.36
44761,2750.87
44762,2765.16
44763,2751.41
44764,2737.31
44767,2704.95
44768,2713.46
44769,2714.25
44770,2705.9
44771,2670.45
44774,2733.74
44775,2678.62
44776,2628.82
44777,2640.78
44778,2683.6
44781,2675.69
44782,2694.8
44783,2658.58
44784,2721.49
44785,2690.83
44788,2718.59
44789,2731.39
44790,2777.91
44791,2775.82
44792,2734.22
44795,2779.02
44796,2780.31
44797,2679.05
44798,2667.3
44799,2640.29
44802,2630.51
44803,2612.14
44804,2570.41
44805,2533.85
44806,2533.02
44809,2538.2
44810,2540.64
44811,2570.8
44812,2523.01
44813,2548.22
44817,2550.63
44818,2503.82
44819,2424.19
44820,2367.4
44823,2350.38
44824,2366.9
44825,2331.52
44826,2319.42
44827,2303.91
44830,2323.05
44831,2374.74
44832,2313.77
44833,2333
44834,2288.97
44844,2236.24
44845,2261.89
44846,2343.3
44847,2350.69
44848,2434.22
44851,2435.02
44852,2446.93
44853,2425.96
44854,2401.72
44855,2395.16
44858,2336.84
44859,2314.55
44860,2372.88
44861,2337.25
44862,2250.51
44865,2265.08
44866,2337.65
44867,2375.86
44868,2376.06
44869,2451.22
44872,2454.69
44873,2432.4
44874,2399.34
44875,2357.13
44876,2405.32
44879,2375.21
44880,2431.73
44881,2402.91
44882,2385.86
44883,2389.76
44886,2387.3
44887,2343.55
44888,2340.34
44889,2335.52
44890,2309.36
44893,2298.8
44894,2339.79
44895,2345.31
44896,2381.18
44897,2383.32
44900,2377.11
44901,2393.28
44902,2414.04
44903,2411.81
44904,2420.63
44907,2401.52
44908,2376.2
44909,2368.08
44910,2399.12
44911,2373.72
44914,2346.7
44915,2310.8
44916,2303.7
44917,2295.32
44918,2286.19
44921,2331.41
44922,2359.5
44923,2338.26
44924,2349.38
44925,2346.77
44929,2356.42
44930,2335.12
44931,2399.46
44932,2422.14
44935,2440.37
44936,2474.01
44937,2445.97
44938,2458.49
44939,2493.13
44942,2539.52
